  PMO DEZEMBRO - 2023 - Niveis para 25/11 NW versao 28.0.3                        
     ENERGIA AFLUENTE TOTAL BRUTA (MWmes)                  REE:NORTE                                     

     ANO: 2020
           1        2        3        4        5        6        7        8        9       10       11       12      MEDIA 
     1       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5264.    5264.
     2       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5641.    5641.
     3       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4371.    4371.
     4       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5714.    5714.
     5       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4910.    4910.
     6       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5886.    5886.
     7       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   11386.   11386.
     8       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3575.    3575.
     9       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3399.    3399.
    10       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3928.    3928.
    11       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4793.    4793.
    12       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3316.    3316.
    13       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5886.    5886.
    14       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3782.    3782.
    15       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3919.    3919.
    16       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5911.    5911.
    17       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6741.    6741.
    18       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6894.    6894.
    19       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5570.    5570.
    20       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4049.    4049.
    21       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3847.    3847.
    22       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4009.    4009.
    23       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3430.    3430.
    24       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4807.    4807.
    25       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7407.    7407.
    26       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7238.    7238.
    27       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    3667.    3667.
    28       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6308.    6308.
    29       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5036.    5036.
    30       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5363.    5363.
    31       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4415.    4415.
    32       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5047.    5047.
    33       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6396.    6396.
    34       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4250.    4250.
    35       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5989.    5989.
    36       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4355.    4355.
    37       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6652.    6652.
    38       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4247.    4247.
    39       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6469.    6469.
    40       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4022.    4022.
    41       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5051.    5051.
    42       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5043.    5043.
    43       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5363.    5363.
    44       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    2826.    2826.
    45       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   11051.   11051.
    46       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4531.    4531.
