  PMO DEZEMBRO - 2023 - Niveis para 25/11 NW versao 28.0.3                        
     ENERGIA AFLUENTE TOTAL BRUTA (MWmes)                  REE:TPIRES                                    

     ANO: 2022
           1        2        3        4        5        6        7        8        9       10       11       12      MEDIA 
     1       0.       0.       0.       0.       0.       0.       0.     653.     519.     922.    1851.    3186.    1426.
     2       0.       0.       0.       0.       0.       0.       0.     687.     612.     558.    1148.    2008.    1002.
     3       0.       0.       0.       0.       0.       0.       0.     670.     560.     732.    1525.    2506.    1199.
     4       0.       0.       0.       0.       0.       0.       0.     663.     632.     692.    1201.    2205.    1079.
     5       0.       0.       0.       0.       0.       0.       0.     715.     795.     923.    1362.    2252.    1209.
     6       0.       0.       0.       0.       0.       0.       0.     655.     618.     435.     689.    1880.     855.
     7       0.       0.       0.       0.       0.       0.       0.     642.     562.     471.    1230.    2084.     998.
     8       0.       0.       0.       0.       0.       0.       0.     616.     569.     490.    1861.    3434.    1394.
     9       0.       0.       0.       0.       0.       0.       0.     654.     636.     546.    1904.    2096.    1167.
    10       0.       0.       0.       0.       0.       0.       0.     681.     613.     736.    1036.    1198.     853.
    11       0.       0.       0.       0.       0.       0.       0.     723.     666.     488.    1133.    1472.     896.
    12       0.       0.       0.       0.       0.       0.       0.     672.     516.     379.     760.    1841.     834.
    13       0.       0.       0.       0.       0.       0.       0.     699.     646.     866.    1069.    1875.    1031.
    14       0.       0.       0.       0.       0.       0.       0.     737.     731.     682.    1107.    1557.     963.
    15       0.       0.       0.       0.       0.       0.       0.     700.     574.     954.    1870.    3155.    1451.
    16       0.       0.       0.       0.       0.       0.       0.     699.     588.     606.    1203.    1574.     934.
    17       0.       0.       0.       0.       0.       0.       0.     717.     628.    1090.    1193.    2248.    1175.
    18       0.       0.       0.       0.       0.       0.       0.     645.     532.     581.     744.    1670.     834.
    19       0.       0.       0.       0.       0.       0.       0.     648.     542.     341.     606.    2875.    1002.
    20       0.       0.       0.       0.       0.       0.       0.     665.     559.     653.    1025.    1938.     968.
    21       0.       0.       0.       0.       0.       0.       0.     660.     678.     692.    1812.    2800.    1328.
    22       0.       0.       0.       0.       0.       0.       0.     684.     663.     556.     792.    1887.     916.
    23       0.       0.       0.       0.       0.       0.       0.     671.     588.     553.     857.    1238.     781.
    24       0.       0.       0.       0.       0.       0.       0.     671.     527.     669.    1463.    2445.    1155.
    25       0.       0.       0.       0.       0.       0.       0.     670.     594.     446.     843.    2669.    1045.
    26       0.       0.       0.       0.       0.       0.       0.     686.     624.    1033.    2153.    2458.    1390.
    27       0.       0.       0.       0.       0.       0.       0.     677.     582.     677.    1654.    2324.    1183.
    28       0.       0.       0.       0.       0.       0.       0.     722.     715.    1463.    2162.    2961.    1605.
    29       0.       0.       0.       0.       0.       0.       0.     670.     513.     704.    1184.    1678.     950.
    30       0.       0.       0.       0.       0.       0.       0.     677.     626.    1115.    1043.    2140.    1120.
    31       0.       0.       0.       0.       0.       0.       0.     701.     623.     918.     818.    1635.     939.
    32       0.       0.       0.       0.       0.       0.       0.     685.     476.     859.    1066.    1590.     935.
    33       0.       0.       0.       0.       0.       0.       0.     728.     713.     770.    1168.    2862.    1248.
    34       0.       0.       0.       0.       0.       0.       0.     684.     716.    1276.    1564.    2983.    1445.
    35       0.       0.       0.       0.       0.       0.       0.     677.     558.     343.    1308.    1806.     938.
    36       0.       0.       0.       0.       0.       0.       0.     666.     637.     586.    1162.    2109.    1032.
    37       0.       0.       0.       0.       0.       0.       0.     708.     561.     612.    1215.    2613.    1142.
    38       0.       0.       0.       0.       0.       0.       0.     682.     632.    1282.    1718.    2954.    1454.
    39       0.       0.       0.       0.       0.       0.       0.     713.     754.    1111.    1353.    3609.    1508.
    40       0.       0.       0.       0.       0.       0.       0.     686.     559.    1150.    1442.    2182.    1204.
    41       0.       0.       0.       0.       0.       0.       0.     682.     603.    1050.    1930.    3721.    1597.
    42       0.       0.       0.       0.       0.       0.       0.     693.     574.     422.     732.    1095.     703.
    43       0.       0.       0.       0.       0.       0.       0.     722.     630.     708.    1011.    1439.     902.
    44       0.       0.       0.       0.       0.       0.       0.     713.     626.    1176.    1481.    3301.    1459.
    45       0.       0.       0.       0.       0.       0.       0.     733.     736.     710.    1679.    2247.    1221.
    46       0.       0.       0.       0.       0.       0.       0.     673.     567.     555.    1477.    2353.    1125.
    47       0.       0.       0.       0.       0.       0.       0.     674.     603.     775.    1227.    2720.    1200.
    48       0.       0.       0.       0.       0.       0.       0.     682.     631.    1433.    1794.    2745.    1457.
    49       0.       0.       0.       0.       0.       0.       0.     691.     627.     736.    1349.    1213.     923.
    50       0.       0.       0.       0.       0.       0.       0.     693.     730.     524.    1417.    2513.    1175.
    51       0.       0.       0.       0.       0.       0.       0.     676.     596.    1006.    2081.    3034.    1479.
    52       0.       0.       0.       0.       0.       0.       0.     761.     715.     610.    1185.    1942.    1043.
    53       0.       0.       0.       0.       0.       0.       0.     695.     624.     497.    1047.    2377.    1048.
    54       0.       0.       0.       0.       0.       0.       0.     687.     678.     631.    1190.    1466.     930.
    55       0.       0.       0.       0.       0.       0.       0.     691.     611.     864.    1466.    2719.    1270.
    56       0.       0.       0.       0.       0.       0.       0.     683.     552.     453.    1065.    2188.     988.
    57       0.       0.       0.       0.       0.       0.       0.     666.     605.     659.    2870.    2956.    1551.
    58       0.       0.       0.       0.       0.       0.       0.     668.     571.     522.     779.    1702.     848.
    59       0.       0.       0.       0.       0.       0.       0.     678.     536.     629.    1108.    2911.    1172.
    60       0.       0.       0.       0.       0.       0.       0.     641.     495.     990.    1050.    3402.    1316.
    61       0.       0.       0.       0.       0.       0.       0.     661.     567.     643.     815.    2173.     972.
    62       0.       0.       0.       0.       0.       0.       0.     648.     539.     596.    1876.    2334.    1199.
    63       0.       0.       0.       0.       0.       0.       0.     627.     533.     338.     797.    1255.     710.
    64       0.       0.       0.       0.       0.       0.       0.     639.     463.     700.    1656.    2318.    1155.
    65       0.       0.       0.       0.       0.       0.       0.     670.     543.    1132.    1301.    3829.    1495.
    66       0.       0.       0.       0.       0.       0.       0.     692.     699.    1283.    1568.    3019.    1452.
