  PMO DEZEMBRO - 2023 - Niveis para 25/11 NW versao 28.0.3                        
     ENERGIA AFLUENTE TOTAL BRUTA                          SUBMERCADO:SUL                                

     ANO: 2023
           1        2        3        4        5        6        7        8        9       10       11       12      MEDIA 
     1       0.       0.       0.       0.   12509.   27551.   10831.    5830.    7020.   14316.    3379.    5038.   10809.
     2       0.       0.       0.       0.    2739.    4264.    8324.    5303.    7760.   11305.   11142.    9100.    7492.
     3       0.       0.       0.       0.    2269.    8826.    4686.    6840.   15050.   22605.   10686.   14759.   10715.
     4       0.       0.       0.       0.    5801.   17461.    7213.   13111.   17421.    9347.    2074.    7640.   10008.
     5       0.       0.       0.       0.    2119.    9536.    4364.    7990.    6568.   21369.   28610.   17195.   12219.
     6       0.       0.       0.       0.    7852.    7949.    7696.    8192.    5957.   13873.    4153.   10691.    8295.
     7       0.       0.       0.       0.    5337.    6685.    3540.    5643.    5011.    8222.    8650.   12132.    6903.
     8       0.       0.       0.       0.    7903.    6819.    5387.    5674.    5317.   27221.   21542.   10159.   11253.
     9       0.       0.       0.       0.   11105.    9814.    9512.    4666.    4702.    7883.    2568.    5770.    7002.
    10       0.       0.       0.       0.   23828.   20110.   11484.   14208.   10324.   15328.    7586.   10196.   14133.
    11       0.       0.       0.       0.    6654.    3059.    8341.    6687.    8450.   13592.   11356.   12870.    8876.
    12       0.       0.       0.       0.   15468.    9400.    8148.   10999.    7717.   20599.    6887.    2622.   10230.
    13       0.       0.       0.       0.   13339.    9718.    8732.    4905.    7509.    8451.    5092.    3996.    7718.
    14       0.       0.       0.       0.    2616.    4048.   13081.    6327.   17232.   10862.    3534.    3813.    7689.
    15       0.       0.       0.       0.    5588.    8165.    2679.    2354.    6444.    4995.    3173.    2620.    4502.
    16       0.       0.       0.       0.    7568.    6963.   12109.    6342.   14178.    8650.    2699.    2562.    7634.
    17       0.       0.       0.       0.    2166.   12091.    9715.    6051.    6066.    6395.    5202.    2344.    6254.
    18       0.       0.       0.       0.    8783.   10378.    4983.    4314.    7277.    6165.    5076.    3437.    6302.
    19       0.       0.       0.       0.    6002.    5211.    6682.    3478.    2341.    2973.    1907.    1420.    3752.
    20       0.       0.       0.       0.    4790.    6999.    5120.    7532.   13424.   19573.   14630.    4507.    9572.
    21       0.       0.       0.       0.    6330.    9195.    4755.    2943.    4024.   13177.   19386.    8269.    8510.
    22       0.       0.       0.       0.    5512.   11768.    7489.   20797.   15796.    9603.    6302.    4847.   10264.
    23       0.       0.       0.       0.    9443.    7090.   18832.   21176.   21610.   20887.    8492.    5668.   14150.
    24       0.       0.       0.       0.    6542.    8801.    6208.   11345.   13046.    8375.    8241.   11074.    9204.
    25       0.       0.       0.       0.    6675.    4558.   21442.   15285.   13017.   15587.    7943.    6103.   11326.
    26       0.       0.       0.       0.    6474.    4802.    9962.    3203.    6620.    9659.    5251.    3526.    6187.
    27       0.       0.       0.       0.   13126.   16947.   24553.    8513.    5871.    5050.   36403.   12697.   15395.
    28       0.       0.       0.       0.    5081.    1401.    4879.    2265.    2050.    3780.    1541.    1548.    2818.
    29       0.       0.       0.       0.   15429.   18947.   40507.   14112.   17335.   23641.   19954.   10681.   20076.
    30       0.       0.       0.       0.    9059.   11643.   14685.   11371.    9030.   12287.   15395.    6265.   11217.
    31       0.       0.       0.       0.    4549.    1928.    8106.    6300.    8959.    9735.    4604.    4603.    6098.
    32       0.       0.       0.       0.   14102.   13915.   10575.    9733.   14049.   25459.   34814.   15298.   17243.
    33       0.       0.       0.       0.    5720.    6811.   12558.    7830.   13764.   22162.   18176.    8557.   11947.
    34       0.       0.       0.       0.    9208.    5727.    4035.    7331.    9639.   15877.   18875.   16446.   10892.
    35       0.       0.       0.       0.    8389.   27434.   34266.   12901.   13839.   22314.   34899.   17867.   21489.
    36       0.       0.       0.       0.   11736.    3891.    8371.    8824.   15763.   11927.    9122.    8498.    9767.
    37       0.       0.       0.       0.    5582.    6282.   27875.   16539.   13079.   16906.   19755.   10063.   14510.
    38       0.       0.       0.       0.   13213.   12754.    9214.    4483.    9551.    7553.    5889.    3798.    8307.
    39       0.       0.       0.       0.   11558.    3963.   12566.    6775.    4046.    3330.    5045.    2263.    6193.
    40       0.       0.       0.       0.   15560.   22363.   32942.   22821.   24547.   21404.    7867.    1423.   18616.
    41       0.       0.       0.       0.   13010.    7635.    5420.    4500.    3439.    5998.    3164.    6746.    6239.
    42       0.       0.       0.       0.    9562.   10687.   20342.   19399.   14351.   10026.    3946.    3252.   11446.
    43       0.       0.       0.       0.   10055.    6477.   12665.    6384.   14993.   18651.   10915.    3972.   10514.
    44       0.       0.       0.       0.    9044.   15398.   10519.   17250.   16483.   16245.   14317.   16276.   14441.
    45       0.       0.       0.       0.    7527.    8370.   15593.   12378.   11379.   10869.    7032.    3844.    9624.
    46       0.       0.       0.       0.    9691.   15269.    7689.   10260.   14342.   13690.   24992.    7466.   12925.
    47       0.       0.       0.       0.    8664.   10346.   23097.   24508.   27493.   16243.    8283.    2475.   15139.
    48       0.       0.       0.       0.   31189.   15600.   16319.   10056.    8120.    9990.    6394.    3999.   12708.
    49       0.       0.       0.       0.    8470.   15570.    6191.    7161.   15975.   19946.   19242.   11121.   12960.
    50       0.       0.       0.       0.    8015.    8922.   16472.    9725.    8942.   10836.    2848.    3223.    8623.
    51       0.       0.       0.       0.   22711.   15095.   11205.   12322.   14534.   10370.    7443.   17784.   13933.
    52       0.       0.       0.       0.    4434.    3425.    4283.    6617.   15173.   17406.   14043.    8163.    9193.
    53       0.       0.       0.       0.    6971.    6347.    6633.   25779.   13520.    6706.    4046.    3004.    9126.
    54       0.       0.       0.       0.    5794.    6701.    3837.    6531.    9011.    3635.    4321.    2884.    5339.
    55       0.       0.       0.       0.    5627.    2208.    4775.    4555.    6466.    7963.   10002.    5107.    5838.
    56       0.       0.       0.       0.    3097.    8958.    9167.    9106.   14220.    6327.    5150.    5754.    7722.
    57       0.       0.       0.       0.    4905.    3145.    6213.    1923.    4525.    5436.   12147.    6843.    5642.
    58       0.       0.       0.       0.    3684.    6344.    5597.   14533.   12784.   12907.   20356.   15228.   11429.
    59       0.       0.       0.       0.    1443.    1728.    2751.    1737.    4502.    3790.   11264.    6140.    4170.
    60       0.       0.       0.       0.    6123.    8283.    5797.   10344.    8814.    7153.    8774.    8658.    7993.
    61       0.       0.       0.       0.    2733.    2507.    8632.    6207.   12268.   10003.    8745.   10306.    7675.
    62       0.       0.       0.       0.    4952.   16411.   15386.    8561.   20033.   13857.   13076.    4254.   12066.
    63       0.       0.       0.       0.    4602.    8930.   15127.   20738.   34911.   22608.   17067.    5702.   16211.
    64       0.       0.       0.       0.    6928.    8456.   14615.   18378.   23092.   13665.   15719.    8590.   13680.
    65       0.       0.       0.       0.   11370.   19511.   11311.   14173.   22822.   19957.   23669.   12734.   16943.
    66       0.       0.       0.       0.    8281.    7894.    6647.    6533.   17923.   30600.   29659.   16688.   15528.
