  PMO DEZEMBRO - 2023 - Niveis para 25/11 NW versao 28.0.3                        
     ENERGIA AFLUENTE TOTAL BRUTA (MWmes)                  REE:PRNPANEMA                                 

     ANO: 2016
           1        2        3        4        5        6        7        8        9       10       11       12      MEDIA 
     1       0.       0.       0.       0.    3930.    5472.    2555.    2049.    2074.    2672.     857.    1163.    2596.
     2       0.       0.       0.       0.    3844.    5031.    4464.    3163.    3277.    1789.    1865.    2756.    3274.
     3       0.       0.       0.       0.    2737.    6988.    3852.    2336.    3456.    4680.    3452.    4377.    3985.
     4       0.       0.       0.       0.    4023.    7518.    3586.    2739.    3673.    2874.     959.    4106.    3685.
     5       0.       0.       0.       0.    1675.    3383.    2046.    1956.    2478.    4791.    3954.    5211.    3187.
     6       0.       0.       0.       0.    2583.    4520.    2661.    3406.    3325.    3763.    1707.    3627.    3199.
     7       0.       0.       0.       0.    2925.    6049.    3432.    2722.    2248.    1076.    1570.    2656.    2835.
     8       0.       0.       0.       0.    4450.    5244.    2649.    2628.    2077.    5464.    2970.    3388.    3609.
     9       0.       0.       0.       0.    3877.    3652.    2443.    1414.    1444.     985.     634.    2279.    2091.
    10       0.       0.       0.       0.    4836.    5351.    2488.    2546.    2338.    4362.    1634.    2371.    3241.
    11       0.       0.       0.       0.    4173.    4464.    2426.    1582.    1284.    1354.    1485.    2944.    2464.
    12       0.       0.       0.       0.    5147.    6181.    3515.    3110.    3260.    2861.    1089.    1775.    3367.
    13       0.       0.       0.       0.    6140.    6918.    3112.    2505.    2099.    2236.    1871.    3178.    3507.
    14       0.       0.       0.       0.    3934.    3272.    4038.    3339.    4737.    4512.    2066.    2459.    3545.
    15       0.       0.       0.       0.    3108.    2951.    1744.    1315.     955.    1706.     575.     655.    1626.
    16       0.       0.       0.       0.    3568.    3916.    2705.    1640.    4091.    2091.    1062.    1847.    2615.
    17       0.       0.       0.       0.    2004.    3723.    3199.    1710.    1407.     913.    1204.    1161.    1915.
    18       0.       0.       0.       0.    3508.    4426.    2184.    2415.    3009.    1800.    1123.    1187.    2457.
    19       0.       0.       0.       0.    3817.    6092.    4061.    2386.    2067.    1250.    1224.     679.    2697.
    20       0.       0.       0.       0.    3283.    5118.    2657.    2458.    3359.    3018.    1500.    1051.    2806.
    21       0.       0.       0.       0.    4022.    4418.    2792.    1507.    1464.    2181.    1430.     970.    2348.
    22       0.       0.       0.       0.    3037.    3048.    1446.    1642.    1933.     961.     744.     701.    1689.
    23       0.       0.       0.       0.    3437.    3895.    3936.    3815.    3780.    6866.    5001.    4240.    4371.
    24       0.       0.       0.       0.    3066.    5535.    2429.    2370.    2637.    1965.    1454.    2673.    2766.
    25       0.       0.       0.       0.    4636.    6691.    6736.    5674.    7144.    5274.    5078.    4475.    5714.
    26       0.       0.       0.       0.    3666.    3140.    2332.    2146.    2334.    1718.     472.     862.    2084.
    27       0.       0.       0.       0.    4323.    5250.    5314.    3137.    3514.    3853.    5075.    5431.    4487.
    28       0.       0.       0.       0.    3309.    1985.    1613.    1059.     577.     629.     412.     521.    1263.
    29       0.       0.       0.       0.    4121.    4758.    6030.    2633.    3630.    3270.    3954.    3249.    3956.
    30       0.       0.       0.       0.    5340.    6118.    3486.    2315.    2265.    1202.    2545.    1763.    3129.
    31       0.       0.       0.       0.    3467.    3030.    5146.    3041.    4308.    3951.    2243.    3079.    3533.
    32       0.       0.       0.       0.    5122.    7030.    3386.    3141.    3934.    4819.    3836.    3806.    4384.
    33       0.       0.       0.       0.    3071.    5737.    4857.    3019.    3836.    6503.    5524.    4295.    4605.
    34       0.       0.       0.       0.    3937.    2984.     941.    1756.    2254.    1939.     803.    1565.    2022.
    35       0.       0.       0.       0.    3784.    5310.    5003.    3076.    3348.    4622.    6809.    6557.    4814.
    36       0.       0.       0.       0.    4928.    5524.    3081.    2586.    3965.    2808.    1655.    2838.    3423.
    37       0.       0.       0.       0.    3750.    4173.    5562.    3335.    3337.    4652.    5332.    7404.    4693.
    38       0.       0.       0.       0.    4352.    7289.    5146.    3337.    6187.    4245.    3492.    2519.    4571.
    39       0.       0.       0.       0.    4004.    2636.    2195.    1546.    1621.    1028.    1051.    1258.    1917.
    40       0.       0.       0.       0.    4221.    6326.    4555.    3844.    4328.    3268.    2507.    1076.    3766.
    41       0.       0.       0.       0.    5421.    4482.    2285.    1279.    1121.     739.     398.    1361.    2136.
    42       0.       0.       0.       0.    5564.    7430.    5206.    4079.    4205.    2807.    2159.    1425.    4109.
    43       0.       0.       0.       0.    4966.    5538.    4319.    2972.    4222.    4126.    2099.    2296.    3817.
    44       0.       0.       0.       0.    4036.    5445.    2492.    2802.    2892.    3124.    2385.    4649.    3478.
    45       0.       0.       0.       0.    3355.    3434.    3760.    3022.    3714.    3475.    2689.    2528.    3247.
    46       0.       0.       0.       0.    4501.    4791.    3032.    2287.    2702.    2496.    2452.    1863.    3016.
    47       0.       0.       0.       0.    3401.    6857.    4996.    4383.    5816.    4263.    4101.    3048.    4608.
    48       0.       0.       0.       0.    4907.    5717.    3860.    3106.    2820.    2819.    2046.    1016.    3286.
