  PMO DEZEMBRO - 2023 - Niveis para 25/11 NW versao 28.0.3                        
     ENERGIA AFLUENTE TOTAL BRUTA (MWmes)                  REE:SUDESTE                                   

     ANO: 2021
           1        2        3        4        5        6        7        8        9       10       11       12      MEDIA 
     1       0.       0.       0.       0.    3482.    2706.    2154.    1930.    1770.    1588.    4159.    8783.    3321.
     2       0.       0.       0.       0.    3405.    2719.    2415.    1884.    1672.    1794.    4512.   11146.    3693.
     3       0.       0.       0.       0.    2968.    2563.    2175.    1983.    2246.    2837.    5919.    6683.    3422.
     4       0.       0.       0.       0.    3223.    2894.    2081.    1706.    1624.    2737.    5828.    8688.    3598.
     5       0.       0.       0.       0.    3170.    2857.    2400.    2095.    1982.    3374.    5054.    6019.    3369.
     6       0.       0.       0.       0.    3078.    2701.    2042.    1689.    1451.    1317.    4400.    5241.    2740.
     7       0.       0.       0.       0.    4133.    3482.    2714.    2316.    1731.    1488.    1938.    2419.    2528.
     8       0.       0.       0.       0.    2669.    2391.    1901.    1743.    1887.    2571.    4233.    8863.    3282.
     9       0.       0.       0.       0.    2818.    2715.    2036.    1970.    1867.    2076.    3326.    6050.    2857.
    10       0.       0.       0.       0.    2580.    2516.    1944.    1815.    1389.    2215.    4197.    8081.    3092.
    11       0.       0.       0.       0.    3606.    3097.    2274.    1946.    1358.    1814.    3008.    4949.    2756.
    12       0.       0.       0.       0.    2980.    2304.    1605.    1368.    1103.    1045.    2385.   13594.    3298.
    13       0.       0.       0.       0.    3406.    2972.    2564.    2007.    1978.    3068.    4686.   11865.    4068.
    14       0.       0.       0.       0.    2941.    2377.    2213.    1913.    1851.    2088.    3417.    5792.    2824.
    15       0.       0.       0.       0.    2889.    1943.    1760.    1607.    1657.    2688.    4702.    5536.    2848.
    16       0.       0.       0.       0.    3222.    2524.    2114.    1621.    1544.    1482.    3052.    3930.    2436.
    17       0.       0.       0.       0.    3687.    2906.    2931.    2182.    1888.    2837.    4063.    5011.    3188.
    18       0.       0.       0.       0.    3913.    2780.    2222.    1991.    1620.    1609.    2422.    4692.    2656.
    19       0.       0.       0.       0.    3471.    2773.    2064.    1687.    1647.    1326.    3496.    4671.    2642.
    20       0.       0.       0.       0.    2765.    1961.    1667.    1373.    1730.    2705.    2849.    2886.    2242.
    21       0.       0.       0.       0.    2686.    2622.    1935.    1721.    1603.    2626.    2645.    5749.    2699.
    22       0.       0.       0.       0.    3003.    2500.    1818.    1693.    2067.    1776.    5288.    7602.    3218.
    23       0.       0.       0.       0.    2576.    2462.    2131.    1916.    1504.    2542.    5762.    7731.    3328.
    24       0.       0.       0.       0.    2832.    2465.    1865.    1893.    1762.    2343.    5477.    7562.    3275.
    25       0.       0.       0.       0.    4062.    3238.    2709.    2103.    2788.    2109.    3743.    7090.    3480.
    26       0.       0.       0.       0.    3922.    2753.    2531.    2158.    2021.    2730.    4927.    9907.    3869.
    27       0.       0.       0.       0.    2592.    1925.    1504.    1285.     863.    1835.    2587.    5832.    2303.
    28       0.       0.       0.       0.    3938.    2861.    2476.    1987.    1764.    1605.    3760.    8930.    3415.
    29       0.       0.       0.       0.    3182.    2792.    2489.    2052.    2031.    2183.    4294.    8637.    3457.
    30       0.       0.       0.       0.    3157.    3393.    2561.    2304.    2215.    2314.    3540.    5451.    3117.
    31       0.       0.       0.       0.    3134.    2543.    2263.    1805.    2247.    2573.    2980.    4215.    2720.
    32       0.       0.       0.       0.    3182.    2083.    1853.    1825.    1705.    2861.    4573.   10760.    3605.
    33       0.       0.       0.       0.    3525.    2993.    2224.    1841.    1940.    3058.    4190.    8112.    3485.
    34       0.       0.       0.       0.    2886.    2493.    1823.    1475.    1706.    1592.    2051.    2159.    2023.
    35       0.       0.       0.       0.    3550.    2743.    2116.    1889.    1451.    1338.    1675.    5443.    2526.
    36       0.       0.       0.       0.    2759.    2980.    2184.    2127.    1971.    2300.    2331.    4475.    2641.
    37       0.       0.       0.       0.    3512.    2298.    2181.    1880.    1681.    2542.    3896.    8142.    3266.
    38       0.       0.       0.       0.    2828.    2891.    2336.    1883.    2574.    1982.    2376.    5749.    2827.
    39       0.       0.       0.       0.    3845.    3211.    2520.    2201.    2747.    2242.    2647.    7481.    3362.
    40       0.       0.       0.       0.    2801.    2591.    2270.    2284.    2195.    2514.    4221.   13193.    4009.
    41       0.       0.       0.       0.    3257.    2543.    2088.    1828.    2075.    3132.    4799.    6906.    3328.
    42       0.       0.       0.       0.    3309.    2699.    2278.    1902.    1669.    1910.    4287.   11008.    3633.
    43       0.       0.       0.       0.    3474.    2391.    2086.    1698.    1637.    1940.    4194.   12182.    3700.
    44       0.       0.       0.       0.    2407.    1774.    1421.    1465.    1705.    2043.    2951.    2765.    2066.
    45       0.       0.       0.       0.    4045.    2983.    2388.    2062.    1913.    2563.    3409.    7245.    3326.
    46       0.       0.       0.       0.    2810.    2050.    1591.    1433.    1401.    1458.    2186.    3780.    2089.
    47       0.       0.       0.       0.    2771.    2770.    2396.    2166.    2408.    2630.    4557.   11351.    3881.
    48       0.       0.       0.       0.    3405.    2743.    2512.    1953.    1709.    2906.    3973.    6666.    3233.
    49       0.       0.       0.       0.    2648.    2384.    1731.    1410.     768.     723.    1549.    3392.    1826.
    50       0.       0.       0.       0.    3564.    3162.    2415.    1933.    1609.    1509.    3335.    5030.    2820.
    51       0.       0.       0.       0.    2723.    2147.    1917.    1959.    1769.    2832.    3230.    2888.    2433.
    52       0.       0.       0.       0.    3200.    2835.    2178.    1740.    1336.    2341.    2885.    6583.    2887.
    53       0.       0.       0.       0.    2478.    2150.    1790.    1707.    1431.    1922.    1762.    3557.    2100.
    54       0.       0.       0.       0.    3484.    3354.    2312.    1952.    1501.    2062.    2954.    8048.    3208.
    55       0.       0.       0.       0.    3390.    2397.    2097.    1790.    1557.    1829.    2760.    4890.    2589.
    56       0.       0.       0.       0.    2985.    3098.    2101.    1735.    1305.    2012.    2964.    4748.    2619.
    57       0.       0.       0.       0.    3285.    2863.    2612.    2349.    2159.    2469.    3263.    6054.    3132.
    58       0.       0.       0.       0.    3433.    3333.    2570.    1954.    2439.    3129.    4346.    5152.    3294.
    59       0.       0.       0.       0.    3010.    2018.    1689.    1377.    1861.    2578.    5920.    8183.    3330.
    60       0.       0.       0.       0.    3078.    2748.    2150.    2190.    2286.    2430.    3952.    5022.    2982.
    61       0.       0.       0.       0.    2662.    1756.    1515.    1162.    1264.     899.    2613.    3490.    1920.
    62       0.       0.       0.       0.    3260.    2885.    2538.    2401.    2803.    3067.    6710.    9528.    4149.
    63       0.       0.       0.       0.    3124.    2966.    2184.    1839.    1691.    2703.    3263.   11931.    3712.
    64       0.       0.       0.       0.    2890.    1967.    1994.    2539.    2216.    2912.    4719.    6720.    3245.
    65       0.       0.       0.       0.    3309.    2961.    2342.    2058.    2366.    2848.    4713.    7804.    3550.
    66       0.       0.       0.       0.    3344.    2614.    2288.    1730.    1390.    1366.    2226.    6008.    2621.
    67       0.       0.       0.       0.    4750.    3509.    2426.    2184.    2080.    3059.    5274.    7363.    3831.
    68       0.       0.       0.       0.    3200.    2492.    1993.    1589.    1794.    1934.    2338.    3433.    2347.
    69       0.       0.       0.       0.    3613.    2884.    2624.    2101.    2586.    3023.    4874.    9503.    3901.
    70       0.       0.       0.       0.    2622.    2014.    1918.    1696.    1746.    1805.    4069.    5042.    2614.
    71       0.       0.       0.       0.    2482.    1798.    1841.    1622.    1532.    2703.    5356.    8724.    3257.
    72       0.       0.       0.       0.    2958.    2459.    1908.    2070.    1953.    2813.    5875.    5319.    3170.
    73       0.       0.       0.       0.    3524.    2492.    2279.    2090.    2151.    3342.    8722.    7141.    3968.
    74       0.       0.       0.       0.    2729.    2360.    2359.    1977.    2011.    2875.    4852.    6023.    3148.
    75       0.       0.       0.       0.    3111.    2583.    1907.    1713.    1574.    1495.    3083.    4675.    2518.
    76       0.       0.       0.       0.    2966.    2009.    1556.    1286.     990.    1181.    2079.    5438.    2188.
    77       0.       0.       0.       0.    3187.    3229.    2356.    2164.    2055.    3461.    6291.    9139.    3986.
    78       0.       0.       0.       0.    2701.    2315.    1976.    1587.    1229.    1532.    1931.    9394.    2833.
    79       0.       0.       0.       0.    3347.    3344.    2359.    2109.    2220.    1916.    2399.    3553.    2656.
    80       0.       0.       0.       0.    3623.    2685.    2027.    1981.    1629.    1579.    1431.    7030.    2748.
    81       0.       0.       0.       0.    2434.    1944.    1762.    1689.    1474.    1814.    4597.   10039.    3219.
    82       0.       0.       0.       0.    3274.    2312.    2414.    1906.    2617.    3237.    4697.    5143.    3200.
    83       0.       0.       0.       0.    2699.    2509.    2172.    1703.    1759.    2160.    4309.    5575.    2861.
    84       0.       0.       0.       0.    2759.    2521.    2102.    2019.    1593.    1962.    2975.    9354.    3160.
    85       0.       0.       0.       0.    2822.    2616.    2161.    1821.    1490.    2279.    2737.    6684.    2826.
    86       0.       0.       0.       0.    2575.    2153.    1846.    1359.    1284.    1590.    2958.    7963.    2716.
    87       0.       0.       0.       0.    3606.    2702.    2255.    1911.    1703.    1666.    2283.    6327.    2806.
    88       0.       0.       0.       0.    3723.    2952.    2556.    1825.    1637.    2012.    5345.   10053.    3763.
    89       0.       0.       0.       0.    2930.    2607.    1817.    1453.    1407.    1384.    3252.    8531.    2923.
    90       0.       0.       0.       0.    3566.    3290.    2420.    2100.    1811.    1857.    2767.    4813.    2828.
    91       0.       0.       0.       0.    3875.    3441.    2752.    2399.    1955.    2164.    3900.    5413.    3237.
    92       0.       0.       0.       0.    2491.    2159.    2018.    1594.    1585.    2170.    2981.    5530.    2566.
    93       0.       0.       0.       0.    2786.    2355.    1803.    1575.    1357.    1184.    3703.    7683.    2806.
    94       0.       0.       0.       0.    3385.    2540.    2207.    1582.    2022.    2049.    2409.    2229.    2303.
    95       0.       0.       0.       0.    2902.    1858.    1726.    1691.    2702.    3061.    4266.    5880.    3011.
    96       0.       0.       0.       0.    2650.    2498.    2081.    1719.    2080.    3345.    5375.   11639.    3923.
    97       0.       0.       0.       0.    2519.    1784.    1511.    1283.    1219.    3355.    3896.    8942.    3064.
    98       0.       0.       0.       0.    2865.    1899.    1631.    1428.    1251.    2156.    6637.   11044.    3614.
    99       0.       0.       0.       0.    4117.    3214.    2976.    2394.    2240.    3116.    4741.    6284.    3635.
   100       0.       0.       0.       0.    2414.    2281.    2383.    2225.    2536.    2333.    5523.    6938.    3329.
   101       0.       0.       0.       0.    3443.    2586.    2077.    1653.    1498.    2168.    4879.    8432.    3342.
   102       0.       0.       0.       0.    2811.    2127.    1889.    2083.    2184.    3048.    4770.    4026.    2867.
   103       0.       0.       0.       0.    3141.    2189.    1967.    2225.    2193.    1913.    3146.    5115.    2736.
   104       0.       0.       0.       0.    3145.    2389.    2360.    2044.    2182.    2196.    5290.    6381.    3248.
   105       0.       0.       0.       0.    3020.    2688.    2007.    1905.    1488.    1407.    3661.    7221.    2925.
   106       0.       0.       0.       0.    3045.    3537.    2720.    2275.    1513.    1535.    1976.    5438.    2755.
   107       0.       0.       0.       0.    3034.    2543.    2502.    2261.    2213.    2262.    3199.    5569.    2948.
   108       0.       0.       0.       0.    2417.    1767.    1544.    1203.    1347.    2168.    2717.    6256.    2428.
   109       0.       0.       0.       0.    3805.    3540.    2906.    2268.    1941.    1693.    6263.   12519.    4367.
   110       0.       0.       0.       0.    3014.    2599.    1948.    1956.    1937.    1912.    2653.    6551.    2821.
   111       0.       0.       0.       0.    3804.    3237.    2786.    2514.    2633.    4199.    7018.   10680.    4609.
   112       0.       0.       0.       0.    2829.    2595.    2247.    1829.    1401.    1702.    2700.    5785.    2636.
   113       0.       0.       0.       0.    2404.    1822.    1420.    1240.     912.    3031.    5056.    9114.    3125.
   114       0.       0.       0.       0.    3033.    2419.    1903.    1652.    1870.    1778.    3099.    7094.    2856.
   115       0.       0.       0.       0.    2887.    2517.    2406.    1751.    1664.    1590.    2378.    3574.    2346.
   116       0.       0.       0.       0.    2775.    2953.    1984.    2140.    1785.    1819.    3487.    9134.    3260.
   117       0.       0.       0.       0.    3543.    2521.    2423.    2128.    1967.    2749.    4754.    7736.    3478.
   118       0.       0.       0.       0.    2974.    2975.    2156.    1960.    1451.    1853.    4078.    4232.    2710.
   119       0.       0.       0.       0.    5053.    3411.    2939.    2199.    1964.    1877.    2614.    5420.    3185.
   120       0.       0.       0.       0.    2900.    2208.    1726.    1530.    2086.    2141.    3321.    3472.    2423.
   121       0.       0.       0.       0.    3901.    3444.    2436.    2075.    2261.    2166.    4270.    5006.    3195.
   122       0.       0.       0.       0.    2732.    2618.    2131.    1996.    1535.    2039.    2972.    4038.    2508.
   123       0.       0.       0.       0.    3340.    2247.    2136.    1564.    1501.    1815.    2162.    3494.    2282.
   124       0.       0.       0.       0.    3108.    2156.    1828.    1509.    1548.    2851.    4998.    8129.    3266.
   125       0.       0.       0.       0.    3165.    2808.    2146.    1677.    1155.    1610.    2329.    3613.    2313.
   126       0.       0.       0.       0.    3536.    2309.    1812.    1680.    1370.    1058.    1906.    5930.    2450.
   127       0.       0.       0.       0.    3409.    2226.    1630.    1372.    1668.    1247.    2266.    4902.    2340.
   128       0.       0.       0.       0.    2453.    2521.    2125.    1800.    1324.    3125.    6488.    8179.    3502.
   129       0.       0.       0.       0.    3777.    3776.    2965.    2369.    2860.    3185.    5396.   13911.    4780.
   130       0.       0.       0.       0.    2874.    2604.    2165.    1744.    1521.    2066.    4555.    7036.    3071.
   131       0.       0.       0.       0.    2859.    2343.    1924.    1640.    1880.    1840.    3114.    6302.    2738.
   132       0.       0.       0.       0.    3816.    2902.    2296.    2140.    1892.    3144.    5037.    5710.    3367.
   133       0.       0.       0.       0.    3053.    2308.    1974.    1800.    2033.    1955.    3936.   11215.    3534.
   134       0.       0.       0.       0.    3560.    2932.    2172.    1691.    1832.    2431.    4251.    7781.    3331.
   135       0.       0.       0.       0.    3228.    2639.    2140.    1862.    1792.    2066.    3710.    6480.    2989.
   136       0.       0.       0.       0.    2888.    2330.    2369.    2105.    2019.    1850.    2161.    3436.    2395.
   137       0.       0.       0.       0.    3879.    3015.    2166.    1636.    1606.    2340.    3561.    5254.    2932.
   138       0.       0.       0.       0.    4875.    4336.    3597.    2802.    3154.    2652.    3611.    7250.    4035.
   139       0.       0.       0.       0.    3210.    2525.    2247.    1877.    1817.    1959.    3326.    3627.    2574.
   140       0.       0.       0.       0.    3008.    2288.    2011.    1969.    1925.    1531.    1646.    2799.    2147.
   141       0.       0.       0.       0.    3046.    2766.    2375.    1980.    1537.    1843.    2504.    4345.    2549.
   142       0.       0.       0.       0.    2918.    2289.    1883.    1554.    1834.    1842.    2252.    2374.    2118.
   143       0.       0.       0.       0.    2526.    1908.    2045.    1585.    1855.    1956.    3693.    5944.    2689.
   144       0.       0.       0.       0.    2295.    2013.    1715.    1466.    2144.    2615.    3958.    6584.    2849.
   145       0.       0.       0.       0.    4051.    2956.    2612.    2266.    2761.    3553.    6457.    9814.    4309.
   146       0.       0.       0.       0.    3888.    2993.    2618.    2025.    2486.    2278.    3976.    5480.    3218.
   147       0.       0.       0.       0.    2887.    2262.    1935.    1627.    1692.    3997.    6489.    6120.    3376.
   148       0.       0.       0.       0.    3260.    2867.    2562.    2339.    2494.    2087.    2782.    5183.    2947.
   149       0.       0.       0.       0.    3544.    3457.    2782.    2427.    2091.    2064.    4134.    5605.    3263.
   150       0.       0.       0.       0.    3501.    3119.    2490.    2299.    2077.    2580.    6013.   10501.    4072.
   151       0.       0.       0.       0.    3247.    2393.    2059.    1688.    1257.    2013.    5840.    8306.    3350.
   152       0.       0.       0.       0.    3642.    2539.    1796.    1343.    1484.    2346.    3724.    5472.    2793.
   153       0.       0.       0.       0.    2976.    2836.    2947.    2747.    2597.    3561.    5510.   11627.    4350.
   154       0.       0.       0.       0.    2851.    2601.    2182.    1791.    2000.    2614.    3677.    7098.    3102.
   155       0.       0.       0.       0.    3704.    2704.    2255.    1832.    2202.    2029.    2980.    6830.    3067.
   156       0.       0.       0.       0.    2917.    2462.    1868.    1460.    1250.    1539.    5181.    9488.    3271.
   157       0.       0.       0.       0.    3363.    2633.    2231.    1818.    1958.    2166.    3479.    3748.    2675.
   158       0.       0.       0.       0.    3716.    2614.    2192.    1913.    1993.    2654.    3856.   13610.    4068.
   159       0.       0.       0.       0.    3187.    2902.    2221.    1705.    1463.    1220.    2963.    9328.    3124.
   160       0.       0.       0.       0.    3526.    2684.    2277.    1808.    2983.    2835.    3302.    4593.    3001.
   161       0.       0.       0.       0.    2845.    2058.    1829.    1722.    1545.    1585.    2086.    2922.    2074.
