  PMO DEZEMBRO - 2023 - Niveis para 25/11 NW versao 28.0.3                        
     ENERGIA AFLUENTE TOTAL BRUTA (MWmes)                  REE:PRNPANEMA                                 

     ANO: 2019
           1        2        3        4        5        6        7        8        9       10       11       12      MEDIA 
     1       0.       0.       0.       0.       0.       0.       0.       0.    1719.    2187.    1175.     973.    1514.
     2       0.       0.       0.       0.       0.       0.       0.       0.    1402.    1562.    2457.    3103.    2131.
     3       0.       0.       0.       0.       0.       0.       0.       0.     673.    3025.    1819.    1216.    1683.
     4       0.       0.       0.       0.       0.       0.       0.       0.    1607.    3808.    1939.    1976.    2333.
     5       0.       0.       0.       0.       0.       0.       0.       0.     302.    1645.     973.    1396.    1079.
     6       0.       0.       0.       0.       0.       0.       0.       0.     612.    1510.    1319.    4115.    1889.
     7       0.       0.       0.       0.       0.       0.       0.       0.    1313.    2713.    1892.    1900.    1954.
     8       0.       0.       0.       0.       0.       0.       0.       0.    1389.    1429.    1042.    1185.    1261.
     9       0.       0.       0.       0.       0.       0.       0.       0.    1199.     685.    1166.     713.     941.
    10       0.       0.       0.       0.       0.       0.       0.       0.    1313.    1276.     900.    1371.    1215.
    11       0.       0.       0.       0.       0.       0.       0.       0.    1571.    1043.    1048.     699.    1090.
    12       0.       0.       0.       0.       0.       0.       0.       0.    1890.    1430.    2053.    2822.    2049.
    13       0.       0.       0.       0.       0.       0.       0.       0.    3205.    2640.    1176.    1935.    2239.
    14       0.       0.       0.       0.       0.       0.       0.       0.    1037.     393.    2309.    2731.    1618.
    15       0.       0.       0.       0.       0.       0.       0.       0.     759.     397.     715.     527.     600.
    16       0.       0.       0.       0.       0.       0.       0.       0.    1161.     716.    1075.     917.     967.
    17       0.       0.       0.       0.       0.       0.       0.       0.     481.    1133.    1327.    1125.    1016.
    18       0.       0.       0.       0.       0.       0.       0.       0.    1619.    1553.    1021.    1606.    1450.
    19       0.       0.       0.       0.       0.       0.       0.       0.    1642.    2225.    2517.    2051.    2109.
    20       0.       0.       0.       0.       0.       0.       0.       0.     806.    1257.    1037.    1159.    1065.
    21       0.       0.       0.       0.       0.       0.       0.       0.    1089.     960.    1343.     677.    1017.
    22       0.       0.       0.       0.       0.       0.       0.       0.     813.     662.     616.    1236.     832.
    23       0.       0.       0.       0.       0.       0.       0.       0.     737.     618.    2182.    2611.    1537.
    24       0.       0.       0.       0.       0.       0.       0.       0.     714.    1566.     942.    1292.    1129.
    25       0.       0.       0.       0.       0.       0.       0.       0.    2617.    3363.    5772.    7508.    4815.
    26       0.       0.       0.       0.       0.       0.       0.       0.    1748.     567.    1051.    1338.    1176.
    27       0.       0.       0.       0.       0.       0.       0.       0.    1112.    1463.    4629.    3567.    2693.
    28       0.       0.       0.       0.       0.       0.       0.       0.    1262.     214.     757.     518.     688.
    29       0.       0.       0.       0.       0.       0.       0.       0.    1464.     964.    4131.    2200.    2190.
