  PMO DEZEMBRO - 2023 - Niveis para 25/11 NW versao 28.0.3                        
     ENERGIA AFLUENTE TOTAL BRUTA (MWmes)                  REE:SUDESTE                                   

     ANO: 2022
           1        2        3        4        5        6        7        8        9       10       11       12      MEDIA 
     1       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9498.    9498.
     2       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9124.    9124.
     3       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7086.    7086.
     4       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    8257.    8257.
     5       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    8008.    8008.
     6       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7584.    7584.
     7       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   12838.   12838.
     8       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5794.    5794.
     9       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6426.    6426.
    10       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5424.    5424.
    11       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   10110.   10110.
    12       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7139.    7139.
    13       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9130.    9130.
    14       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6968.    6968.
    15       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6736.    6736.
    16       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    8251.    8251.
    17       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   10517.   10517.
    18       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   11676.   11676.
    19       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9445.    9445.
    20       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6198.    6198.
    21       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5864.    5864.
    22       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7243.    7243.
    23       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5409.    5409.
    24       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6489.    6489.
    25       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   12458.   12458.
    26       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   11726.   11726.
    27       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    5475.    5475.
    28       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   11808.   11808.
    29       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    8067.    8067.
    30       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7948.    7948.
    31       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    7842.    7842.
    32       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    8064.    8064.
    33       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9710.    9710.
    34       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6726.    6726.
    35       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9831.    9831.
    36       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6172.    6172.
    37       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9644.    9644.
    38       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6471.    6471.
    39       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   11321.   11321.
    40       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6355.    6355.
    41       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    8417.    8417.
    42       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    8663.    8663.
    43       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    9458.    9458.
    44       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    4732.    4732.
    45       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.   12369.   12369.
    46       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.    6394.    6394.
